query_wo_tones,query,impressions,position,gg_impressions,gg_position,api_result,pv_result,pv,gg,count
lenovo,lenovo,5577.0,1.0,,,130.0,116.0,1,0,1
man hinh lcd lg,Màn hình LCD LG,268.0,1.0,,,15.0,233.0,1,0,1
ssd 240,ssd 240,345.0,1.0,228.0,2.631578947,17.0,13.0,1,1,1
ups santak 1000va,ups santak 1000va,299.8970439,,873.0,3.436426117,249.0,0.0,0,1,1
vega 64,vega 64,157.3343025,,458.0,6.07860262,2.0,1.0,0,1,1
cpu i3 7100,cpu i3 7100,62.0,1.0,1177.0,2.013593883,1.0,1.0,1,1,1
gtx 1050ti,gtx 1050ti,2856.0,1.0,20860.0,1.330789012,270.0,17.0,1,1,3
logitech g810,logitech g810,144.0,1.0,1688.0,4.496445498,1.0,1.0,1,1,1
man hinh lg 27 inch,màn hình lg 27 inch,319.1344259,,929.0,5.924650161,1509.0,26.0,0,1,1
may ghi am,máy ghi âm,702.0,1.0,1515.0,8.297689769,2.0,4.0,1,1,1
may in,máy in,18746.0,1.0,45138.0,2.4813953544999996,2842.0,780.0,1,1,6
nguon cooler master 400w,nguồn cooler master 400w,153.2120064,,446.0,1.957399103,2.0,0.0,0,1,1
ozone exon v30,ozone exon v30,502.0,1.0,,,1.0,1.0,1,0,1
x00bd,x00bd,322.9131974,,940.0,2.606382979,3.0,2.0,0,1,1
z170,z170,345.0,1.0,,,1.0,1.0,1,0,1
3467,3467,374.0,1.0,,,5.0,6.0,1,0,1
acer e5 575g,acer e5 575g,215.3899731,,627.0,6.43062201,1.0,3.0,0,1,1
asr,Asr,188.0,1.0,,,16.0,22.0,1,0,1
card,card,5325.0,1.0,4270.0,4.704449649,139.0,132.0,1,1,1
chuot logitech,chuột logitech,10471.0,1.0,18174.0,2.147963718,63.0,66.0,1,1,1
cpu intel core i5,cpu intel core i5,106.0,1.0,497.0,3.118712274,8.0,7.0,1,1,1
de tan nhiet laptop 15.6 inch,đế tản nhiệt laptop 15.6 inch,166.6094688,,485.0,3.744329897,18.0,0.0,0,1,1
ex200,ex200,247.0,1.0,901.0,4.962264151,1.0,1.0,1,1,1
fan laptop,fan laptop,386.0,1.0,,,14.0,17.0,1,0,1
laptop cho do hoa chuyen nghiep 2018,laptop cho đồ họa chuyên nghiệp 2018,206.8018562,,602.0,5.88372093,11.0,0.0,0,1,1
logitech k480,logitech k480,159.3954506,,464.0,6.325431034,2.0,2.0,0,1,1
man hinh 24inch,man hinh 24inch,176.2281598,,513.0,1.300194932,3760.0,18.0,0,1,1
man hinh sam sung,màn hình sam sung,154.0,1.0,,,2011.0,31.0,1,0,1
mk120,mk120,770.0,1.0,77.0,1.909090909,1.0,1.0,1,1,1
ram 8g ddr4,ram 8g ddr4,56.0,1.0,742.0,1.035040431,1.0,2.0,1,1,1
ram gskill,ram gskill,241.0,1.0,1081.0,1.984273821,2.0,3.0,1,1,1
rtx,Rtx,209.0,1.0,,,8.0,10.0,1,0,1
sades,sades,929.0,1.0,,,8.0,13.0,1,0,1
tay cam game,tay cầm game,359.0,1.0,462.0,2.235913007,14.0,17.0,1,1,1
xigmatek,xigmatek,1444.0,1.0,,,16.0,22.0,1,0,1
550,550,1604.0,1.0,,,11.0,44.0,1,0,1
epson lq310,epson lq310,245.9636695,,716.0,3.26396648,1.0,0.0,0,1,1
gia card gtx 1050,giá card gtx 1050,143.2497907,,417.0,1.690647482,20.0,0.0,0,1,1
gia ram laptop,giá ram laptop,145.6544635,,424.0,1.811320755,1575.0,0.0,0,1,1
i5 8600k,i5 8600k,424.0,1.0,3530.0,3.957507082,1.0,2.0,1,1,1
k70,k70,377.0,1.0,,,12.0,14.0,1,0,1
lcd dell,lcd dell,628.0,1.0,58.0,3.293103448,29.0,37.0,1,1,1
msi,msi,10231.0,1.0,38325.0,5.128688845,129.0,137.0,1,1,1
msi gv72 7rd-874xvn,msi gv72 7rd-874xvn,160.0825,,466.0,3.939914163,4.0,1.0,0,1,1
ssd samsung 850 evo 120gb,ssd samsung 850 evo 120gb,361.0444366,,1051.0,6.323501427,1.0,4.0,0,1,1
600,600,1195.0,1.0,,,43.0,143.0,1,0,1
680,680,444.0,1.0,,,4.0,3.0,1,0,1
cac man hinh,cạc màn hình,86.0,1.0,3747.0,1.666733969,4239.0,0.0,1,1,1
dareu lk145,dareu lk145,69.0,1.0,1451.0,4.315644383,1.0,1.0,1,1,1
e1916hv,e1916hv,170.0,1.0,178.0,7.97752809,1.0,1.0,1,1,1
lenovo ideapad 520,lenovo ideapad 520,59.0,1.0,1531.0,3.442847812,4.0,3.0,1,1,1
lg gram 2018 gia,lg gram 2018 giá,226.3827628,,659.0,5.453717754,6.0,0.0,0,1,1
man hinh aoc 24 inch,màn hình aoc 24 inch,159.0519259,,463.0,2.384449244,1584.0,17.0,0,1,1
sac laptop dell,sạc laptop dell,138.0,1.0,2710.0,3.527606969,1535.0,2.0,1,1,1
but trinh chieu logitech r800,bút trình chiếu logitech r800,155.6166791,,453.0,2.894039735,78.0,1.0,0,1,1
chuot mitsumi,chuột mitsumi,154.0,1.0,1663.0,1.064478041,3.0,3.0,1,1,1
cpu g4600,cpu g4600,85.0,1.0,1796.0,3.169821826,1.0,1.0,1,1,1
cpu xeon,cpu xeon,102.0,1.0,1129.0,3.057573074,2.0,2.0,1,1,1
dell u,dell u,201.0,1.0,,,7.0,52.0,1,0,1
ducky,ducky,568.0,1.0,,,2.0,2.0,1,0,1
g703,g703,219.0,1.0,1538.0,5.526007802,1.0,1.0,1,1,1
gia co,giả cơ,229.0,1.0,,,19.0,22.0,1,0,1
k63,k63,384.0,1.0,,,2.0,2.0,1,0,1
laptop core i5,laptop core i5,140.0,1.0,508.0,6.968503937,1042.0,24.0,1,1,1
loa xiaomi,loa xiaomi,1121.608074,,3265.0,8.788361409,3.0,3.0,0,1,1
may tinh xach tay vaio,máy tính xách tay vaio,367.2278808,,1069.0,2.636108513,2101.0,619.0,0,1,1
mini,mini,402.0,1.0,,,43.0,30.0,1,0,1
ram 16gb ddr4,ram 16gb ddr4,496.7366844,,1446.0,1.446749654,71.0,55.0,0,1,1
ssd 120,ssd 120,833.0,1.0,574.0,1.390243902,17.0,22.0,1,1,1
xigmatek scorpio,xigmatek scorpio,99.0,1.0,1367.0,6.586686174,1.0,1.0,1,1,1
8gb ddr4,8gb ddr4,672.0,1.0,193.0,1.424870466,80.0,94.0,1,1,1
acer a7,acer a7,292.0,1.0,1884.0,4.00477707,2.0,3.0,1,1,1
dareu ck525,dareu ck525,95.0,1.0,1460.0,4.990410959,1.0,1.0,1,1,1
day vga,dây vga,293.0,1.0,376.0,7.779255319,16.0,93.0,1,1,1
dell xps 13 9365,dell xps 13 9365,166.9529935,,486.0,5.41563786,12.0,0.0,0,1,1
g402,g402,808.0,1.0,2068.0,4.280464217,1.0,2.0,1,1,1
gtx 1050ti 4gb,gtx 1050ti 4gb,65.0,1.0,718.0,3.357938719,1.0,2.0,1,1,1
ikbc kd87,ikbc kd87,64.0,1.0,540.0,6.772222222,1.0,2.0,1,1,1
loa bose bluetooth,loa bose bluetooth,998.626239,,2907.0,5.139662883,514.0,0.0,0,1,1
mua ram 8gb,mua ram 8gb,193.7479184,,564.0,1.141843972,1231.0,0.0,0,1,1
muc in canon,mực in canon,585.0,1.0,,,32.0,36.0,1,0,1
ryzen 7,ryzen 7,678.0,1.0,565.0,4.139823009,2.0,5.0,1,1,1
ssd 128gb gia,ssd 128gb giá,190.6561963,,555.0,1.118918919,397.0,0.0,0,1,1
7500,7500,435.0,1.0,,,8.0,17.0,1,0,1
960,960,1140.0,1.0,132.0,5.439393939,6.0,7.0,1,1,1
asus x541ua,asus x541ua,84.0,1.0,702.0,7.541310541,1.0,3.0,1,1,1
black,Black,284.0,1.0,,,44.0,70.0,1,0,1
g5500,g5500,751.0,1.0,3752.0,4.911780384,1.0,2.0,1,1,1
ga b250m gaming 3,GA B250M Gaming 3,237.0,1.0,,,11.0,101.0,1,0,1
gram,gram,1580.0,1.0,,,241.0,8.0,1,0,1
gtx 1060 3g,gtx 1060 3g,239.0,1.0,,,125.0,5.0,1,0,1
logitech z333,logitech z333,202.3360354,,589.0,2.76910017,1.0,1.0,0,1,1
mainboard msi,mainboard msi,374.0,1.0,545.0,2.699082569,59.0,214.0,1,1,1
man hinh viewsonic vx2476,màn hình viewsonic vx2476,236.0014538,,687.0,1.056768559,1466.0,10.0,0,1,1
mx anywhere 2s,mx anywhere 2s,171.762339,,500.0,6.948,2.0,2.0,0,1,1
o cung 500g,ổ cứng 500g,232.2226824,,676.0,1.212454212,36.0,0.0,0,1,1
o ssd,ổ ssd,631.0,1.0,7871.0,1.125727451,127.0,124.0,1,1,1
psu,psu,624.0,1.0,2349.0,1.997020009,1.0,7.0,1,1,1
ryzen 3 2200g,ryzen 3 2200g,1937.135659,,5639.0,4.426494059,1.0,0.0,0,1,1
swift,swift,148.0,1.0,,,16.0,21.0,1,0,1
usb kingston 16gb,usb kingston 16gb,748.5402734,,2179.0,1.962826985,2.0,3.0,0,1,1
y520,y520,1268.0,1.0,,,2.0,3.0,1,0,1
bose,Bose,1540.0,1.0,,,31.0,40.0,1,0,1
card man hinh nvidia,card màn hình nvidia,160.4260246,,467.0,4.680942184,5.0,102.0,0,1,1
gigabyte h110,gigabyte h110,173.0,1.0,184.0,4.75,3.0,1.0,1,1,1
hp pavilion 15,hp pavilion 15,529.0,1.0,7018.0,6.043459675,24.0,36.0,1,1,1
i5 6600,i5 6600,358.6397639,,1044.0,2.73467433,3.0,0.0,0,1,1
lg 24mp88,lg 24mp88,955.6856543,,2782.0,2.792235802,1.0,0.0,0,1,1
main gigabyte h81,main gigabyte h81,706.6302627,,2057.0,2.205153136,802.0,0.0,0,1,1
man hinh lg 24 inch,màn hình lg 24 inch,317.4168025,,924.0,3.420480549,1512.0,26.0,0,1,1
ram 8gb ddr4,ram 8gb ddr4,245.0,1.0,4729.0,1.403467964,79.0,186.0,1,1,1
ryzen 5 2600x,ryzen 5 2600x,237.7190772,,692.0,5.018786127,1.0,1.0,0,1,1
the nho 32g,the nho 32g,154.9296298,,451.0,9.246119734,9.0,0.0,0,1,1
thung case,thùng case,192.0,1.0,121.0,1.033057851,135.0,175.0,1,1,1
vz249h,vz249h,126.0,1.0,491.0,5.283095723,2.0,1.0,1,1,1
x470,x470,712.0,1.0,,,5.0,6.0,1,0,1
750,750,4254.0,1.0,,,19.0,55.0,1,0,1
asus a510uf-ej184t,asus a510uf-ej184t,150.463809,,438.0,3.246575342,371.0,0.0,0,1,1
chuot eblue,chuột eblue,232.566207,,677.0,4.190546529,12.0,0.0,0,1,1
epson l120,epson l120,189.969147,,553.0,4.754068716,1.0,1.0,0,1,1
hdd box 2.5,hdd box 2.5,326.0049195,,949.0,2.559536354,18.0,0.0,0,1,1
hp pavilion 15-cs0101tx,hp pavilion 15-cs0101tx,413.6037124,,1204.0,2.425249169,1.0,32.0,0,1,1
lg 24mp88hm,lg 24mp88hm,246.3071941,,717.0,5.923291492,2.0,1.0,0,1,1
logitech b175,logitech b175,105.0,1.0,2071.0,2.566875905,1.0,1.0,1,1,1
main h81 asus,main h81 asus,192.3738197,,560.0,3.308928571,1030.0,0.0,0,1,1
nguon 500w,nguồn 500w,394.0,1.0,468.0,3.183760684,16.0,18.0,1,1,1
sata,Sata,1365.0,1.0,,,165.0,153.0,1,0,1
stinger,stinger,171.0,1.0,,,1.0,1.0,1,0,1
windows 10 enterprise,windows 10 enterprise,205.7712821,,599.0,5.779632721,101.0,0.0,0,1,1
ban phim genius,bàn phím genius,127.0,1.0,1930.0,2.554025187,2.0,3.0,1,1,1
loa 5.1,loa 5.1,2028.856748,,10209.0,5.572588401,98.0,0.0,0,1,2
main h110 gigabyte,main h110 gigabyte,151.8379077,,442.0,1.57239819,818.0,0.0,0,1,1
man may tinh,màn máy tính,196.8396405,,573.0,1.092495637,6.0,0.0,0,1,1
msi b250,msi b250,185.0,1.0,,,2.0,1.0,1,0,1
msi gtx 1050ti,msi gtx 1050ti,109.0,1.0,832.0,4.848557692,594.0,5.0,1,1,1
penti,penti,149.0,1.0,,,5.0,9.0,1,0,1
printer,printer,252.0,1.0,,,1.0,3.0,1,0,1
rx 570,rx 570,675.0,1.0,,,1.0,1.0,1,0,1
ssd 1tb,ssd 1tb,240.0,1.0,3149.0,1.732931089,14.0,16.0,1,1,1
tui chong xoc,túi chống xóc,166.0,1.0,,,2.0,3.0,1,0,1
usb 3.0,usb 3.0,1016.0,1.0,,,38.0,41.0,1,0,1
acer aspire a515 51g 51em,acer aspire a515 51g 51em,142.5627414,,415.0,2.146987952,42.0,1.0,0,1,1
core i3 7100,core i3 7100,162.0,1.0,2891.0,4.833967485,1.0,1.0,1,1,1
dell 5570,dell 5570,545.0,1.0,3346.0,5.762402869,4.0,5.0,1,1,1
g933,g933,285.0,1.0,,,7.0,0.0,1,0,1
gammaxx 400,gammaxx 400,170.0447156,,495.0,2.432323232,3.0,2.0,0,1,1
hdd wd 1tb,hdd wd 1tb,191.0,1.0,416.0,2.295673077,19.0,20.0,1,1,1
k380,k380,151.0,1.0,72.0,4.513888889,1.0,3.0,1,1,1
laptop hp pavilion,laptop hp pavilion,246.0,1.0,2105.0,5.49263658,43.0,66.0,1,1,1
may in brother,máy in brother,720.0,1.0,8257.0,4.719378652,18.0,20.0,1,1,1
wd 2tb,wd 2tb,184.0,1.0,90.0,1.533333333,17.0,14.0,1,1,1
1600,1600,3253.0,1.0,,,45.0,50.0,1,0,1
acer a515,acer a515,262.0,1.0,573.0,5.958115183,5.0,8.0,1,1,1
b360 g,B360 G,333.0,1.0,,,1.0,22.0,1,0,1
chuot bluetooth,chuột bluetooth,198.9007886,,579.0,9.409326425,2.0,0.0,0,1,1
den,đèn,222.0,1.0,,,1176.0,781.0,1,0,1
gigabyte,gigabyte,2405.0,1.0,10439.0,5.953060638,100.0,120.0,1,1,2
gtx750ti,gtx750ti,226.0,1.0,,,13.0,0.0,1,0,1
h310,h310,6925.0,1.0,487.0,6.993839836,20.0,19.0,1,1,1
khay o cung,khay ổ cứng,491.0,1.0,,,8.0,4.0,1,0,1
laptop dell inspiron,laptop dell inspiron,644.0,1.0,3460.0,5.901445087,46.0,60.0,1,1,1
loa vi tinh bose,loa vi tính bose,302.6452413,,881.0,4.772197491,53.0,0.0,0,1,1
logitech g,logitech g,405.0,1.0,,,7.0,129.0,1,0,1
mieng dan laptop,miếng dán laptop,243.215472,,708.0,3.694915254,3318.0,1.0,0,1,1
vit,vít,172.0,1.0,,,6.0,5.0,1,0,1
27mp59g,27mp59g,104.0,1.0,900.0,3.463333333,1.0,1.0,1,1,1
450w,450w,1884.0,1.0,,,10.0,11.0,1,0,1
a320m,A320m,367.0,1.0,,,5.0,6.0,1,0,1
b360m,b360m,2576.0,1.0,730.0,4.861643836,18.0,29.0,1,1,1
dell u2414h,dell u2414h,60.0,1.0,5175.0,4.324251208,1.0,1.0,1,1,1
key,key,192.0,1.0,,,6.0,19.0,1,0,1
kingston a400,kingston a400,259.0,1.0,208.0,5.552884615,3.0,3.0,1,1,1
laptop x510uq,Laptop X510UQ,2089.0,1.0,,,3.0,4.0,1,0,1
pin laptop dell,pin laptop dell,639.0,1.0,7746.0,2.09300489,573.0,7.0,1,1,2
ram adata,ram adata,207.0,1.0,283.0,4.293286219,22.0,24.0,1,1,1
ssd intel,ssd intel,1202.0,1.0,1762.0,3.764472191,10.0,16.0,1,1,1
ssd intel 256gb,ssd intel 256gb,156.9907779,,457.0,2.177242888,2.0,3.0,0,1,1
ssd kingston,ssd kingston,512.0,1.0,780.0,5.428205128,12.0,10.0,1,1,1
tai nghe a7,tai nghe a7,243.0,1.0,,,1580.0,1.0,1,0,1
tai nghe logitech h111,tai nghe logitech h111,224.3216148,,653.0,1.762633997,1.0,15.0,0,1,1
tay cam pc,tay cầm pc,259.3611319,,755.0,1.689267404,1.0,1.0,0,1,1
tuf,TUF,684.0,1.0,,,13.0,16.0,1,0,1
usb kingston 32gb,usb kingston 32gb,326.3484441,,950.0,1.881052632,3.0,3.0,0,1,1
viewsonic vx2776-smhd,viewsonic vx2776-smhd,236.6885032,,689.0,5.596516691,11.0,1.0,0,1,1
balo dung laptop,balo đựng laptop,161.113074,,469.0,9.942430704,11.0,0.0,0,1,1
ban phim bluetooth,bàn phím bluetooth,515.0,1.0,8683.0,4.234754473,2.0,6.0,1,1,1
bo luu dien ups,bộ lưu điện ups,2049.468229,,5966.0,1.246946031,24.0,21.0,0,1,1
cap utp,Cáp utp,467.0,1.0,,,31.0,27.0,1,0,1
coolerplus,coolerplus,469.0,1.0,,,1.0,19.0,1,0,1
dau chuyen dvi sang vga,đầu chuyển dvi sang vga,141.1886427,,411.0,6.01216545,549.0,1.0,0,1,1
dell i7,dell i7,384.0,1.0,401.0,7.89276808,12.0,20.0,1,1,1
gigabyte b360 aorus gaming 3,gigabyte b360 aorus gaming 3,190.6561963,,555.0,5.578378378,1.0,41.0,0,1,1
logitech k380,logitech k380,250.4294903,,729.0,5.406035665,2.0,2.0,0,1,1
msi z370 a pro,msi z370 a pro,86.0,1.0,546.0,4.789377289,47.0,34.0,1,1,1
o cung hdd wd 1tb,ổ cứng HDD WD 1TB,168.0,1.0,,,19.0,211.0,1,0,1
segotep,segotep,604.0,1.0,,,2.0,6.0,1,0,1
tai nghe sony,tai nghe sony,1090.0,1.0,3545.0,10.01410437,28.0,46.0,1,1,1
vs500,vs500,449.0,1.0,,,8.0,0.0,1,0,1
alienware,alienware,2404.0,1.0,20136.0,5.496920938,2.0,2.0,1,1,2
bo nho,bộ nhớ,5203.0,1.0,,,243.0,207.0,1,0,1
build may tinh choi game,build máy tính chơi game,222.2604667,,647.0,2.601236476,1504.0,0.0,0,1,1
intel core i5,intel core i5,474.0,1.0,2824.0,4.70786119,8.0,2.0,1,1,1
l310,l310,284.0,1.0,235.0,3.761702128,2.0,1.0,1,1,1
lenovo ideapad,lenovo ideapad,519.0,1.0,726.0,7.848484848,34.0,50.0,1,1,1
steelseries rival 95,steelseries rival 95,68.0,1.0,644.0,2.697204969,32.0,1.0,1,1,1
2400g,2400g,197.0,1.0,,,1.0,1.0,1,0,1
29wk500,29wk500,191.3432457,,557.0,7.42010772,1.0,1.0,0,1,1
b360 aorus gaming 3,b360 aorus gaming 3,57.0,1.0,2590.0,4.771814672,1.0,1.0,1,1,1
loa creative,loa creative,92.0,1.0,2073.0,1.861553304,5.0,9.0,1,1,1
ram laptop 8gb,ram laptop 8gb,144.0,1.0,906.0,4.284768212,11.0,41.0,1,1,1
sac may tinh asus,sạc máy tính asus,168.3270922,,490.0,3.628571429,1580.0,0.0,0,1,1
sata iii,SATA III,1172.0,1.0,,,13.0,9.0,1,0,1
tai nghe gaming gia re,tai nghe gaming giá rẻ,209.5500536,,610.0,7.803278689,394.0,22.0,0,1,1
tp-link m7350,tp-link m7350,411.5425643,,1198.0,7.167779633,129.0,0.0,0,1,1
ban phim co fuhlen,bàn phím cơ fuhlen,614.0,1.0,5166.0,3.192158497,4.0,109.0,1,1,1
hdmi vga,hdmi vga,486.0,1.0,,,5.0,100.0,1,0,1
i7-8700k,i7-8700k,153.8990558,,448.0,4.024553571,18.0,3.0,0,1,1
logitech g433,logitech g433,57.0,1.0,515.0,7.083495146,3.0,4.0,1,1,1
pisen,pisen,661.0,1.0,,,71.0,62.0,1,0,1
ram kingmax,ram kingmax,423.0,1.0,477.0,2.400419287,22.0,23.0,1,1,1
ssd 128,ssd 128,485.0,1.0,604.0,3.226821192,16.0,21.0,1,1,1
"27""""""""","27""""""""",227.0,1.0,,,,,1,0,1
asus h110m-e,asus h110m-e,267.9492489,,780.0,3.825641026,1.0,0.0,0,1,1
asus tuf fx504gd,asus tuf fx504gd,352.4563197,,1026.0,7.17251462,678.0,1.0,0,1,1
ban laptop,bán laptop,189.0,1.0,4108.0,4.905312076,37.0,8.0,1,1,1
ban phim co logitech,bàn phím cơ logitech,255.0,1.0,1448.0,6.321823204,1.0,109.0,1,1,1
canon 6230dn,canon 6230dn,794.5725803,,2313.0,1.531344574,1.0,1.0,0,1,1
cap chuyen,cáp chuyển,215.0,1.0,,,4.0,2.0,1,0,1
case xigmatek,case xigmatek,80.0,1.0,675.0,6.28,12.0,16.0,1,1,1
core i7 7700,core i7 7700,106.0,1.0,1163.0,3.051590714,2.0,1.0,1,1,1
man hinh,màn hình,38259.0,1.0,89593.0,1.2318011213333333,3618.0,355.0,1,1,3
msi b360m gaming plus,msi b360m gaming plus,164.2047961,,478.0,9.182008368,1.0,9.0,0,1,1
newmen,newmen,3719.0,1.0,979.0,4.42185904,75.0,98.0,1,1,1
o cung laptop 500gb,ổ cứng laptop 500gb,497.0802091,,1447.0,3.141672426,813.0,0.0,0,1,1
o cung ssd 1tb,ổ cứng ssd 1tb,403.9850214,,1176.0,1.385204082,13.0,170.0,0,1,1
pcie,pcie,227.0,1.0,,,3.0,6.0,1,0,1
pentium g4400,pentium g4400,254.5517864,,741.0,3.685560054,1.0,2.0,0,1,1
r5 1600,r5 1600,318.7909012,,928.0,7.82112069,1.0,0.0,0,1,1
ram ddr4 4g,ram ddr4 4g,198.0,1.0,152.0,1.335526316,31.0,155.0,1,1,1
ssd m2 128gb,ssd m2 128gb,543.7995653,,1583.0,2.048010107,1.0,3.0,0,1,1
vigor 2925,vigor 2925,988.6640234,,2878.0,4.399583044,0.0,0.0,0,1,1
wacom,Wacom,484.0,1.0,,,7.0,7.0,1,0,1
24mp88hm,24mp88hm,143.9368401,,419.0,2.918854415,2.0,1.0,0,1,1
canon 241d,canon 241d,408.1073175,,1188.0,1.560606061,1.0,1.0,0,1,1
card 1050ti gia,card 1050ti giá,151.494383,,441.0,1.546485261,364.0,0.0,0,1,1
chuot,chuột,43693.0,1.0,7379.0,7.295660932,435.0,481.0,1,1,1
i7 8700,i7 8700,1608.0,1.0,8021.0,4.239122304,17.0,22.0,1,1,1
logitech z120,logitech z120,144.6238895,,421.0,2.657957245,1.0,1.0,0,1,1
main gigabyte h110m-ds2,main gigabyte h110m-ds2,261.7658047,,762.0,1.797900262,48.0,0.0,0,1,1
webcam logitech c270,webcam logitech c270,524.905708,,1528.0,3.128926702,1.0,1.0,0,1,1
xps 13 9360,xps 13 9360,220.1993186,,641.0,6.177847114,1.0,0.0,0,1,1
zidli zh11s,zidli zh11s,100.0,1.0,1502.0,1.891478029,2.0,1.0,1,1,1
a715,A715,376.0,1.0,,,2.0,3.0,1,0,1
asus h110m-k,asus h110m-k,301.6146673,,878.0,2.371298405,394.0,0.0,0,1,1
case aorus,case aorus,155.9602038,,454.0,1.751101322,1.0,1.0,0,1,1
dell vostro 3568 i7,dell vostro 3568 i7,223.9780901,,652.0,7.096625767,78.0,5.0,0,1,1
fsp,Fsp,330.0,1.0,,,10.0,10.0,1,0,1
may tinh dell core i5,máy tính dell core i5,151.494383,,441.0,6.646258503,1484.0,195.0,0,1,1
o cung hdd 250gb,ổ cứng hdd 250gb,296.4617971,,863.0,3.880648899,490.0,0.0,0,1,1
razer electra v2,razer electra v2,248.0248175,,722.0,4.951523546,2.0,2.0,0,1,1
sama combat,sama combat,502.0,1.0,191.0,2.214659686,1.0,1.0,1,1,1
sony vaio laptop,sony vaio laptop,159.7389753,,465.0,3.060215054,1125.0,0.0,0,1,1
usb lan,usb lan,272.0,1.0,613.0,5.893964111,2.0,2.0,1,1,1
vga 1050ti,vga 1050ti,265.0,1.0,2937.0,4.502553626,2.0,102.0,1,1,1
vga asus,vga asus,301.0,1.0,,,4.0,127.0,1,0,1
acer laptop,acer laptop,182.0,1.0,380.0,7.086842105,90.0,90.0,1,1,1
ban phim,bàn phím,28067.0,1.0,183765.0,10.837124468,273.0,296.0,1,1,3
bo mach,bo mạch,373.0,1.0,313.0,1.869009585,169.0,215.0,1,1,1
dien thoai samsung,điện thoại samsung,155.0,1.0,,,7.0,28.0,1,0,1
fan,fan,4108.0,1.0,,,92.0,54.0,1,0,1
helios,helios,163.0,1.0,,,5.0,8.0,1,0,1
l102,l102,233.0,1.0,294.0,1.846938776,1.0,1.0,1,1,1
msi gl63 8rd,msi gl63 8rd,155.2731545,,452.0,4.862831858,560.0,2.0,0,1,1
o cung 1tb,ổ cứng 1tb,542.0,1.0,4701.0,1.025238334,86.0,55.0,1,1,2
tai nghe bluetooth,tai nghe bluetooth,3637.0,1.0,98569.0,8.083374423666667,875.0,82.0,1,1,3
vga 1060 6gb,vga 1060 6gb,225.0086641,,655.0,2.357251908,715.0,96.0,0,1,1
asrock z370,asrock z370,258.0,1.0,89.0,4.808988764,1.0,2.0,1,1,1
b360m aorus gaming 3,b360m aorus gaming 3,76.0,1.0,3153.0,5.052013955,1.0,17.0,1,1,1
core i7 8700,core i7 8700,149.0,1.0,1159.0,4.004314064,1.0,3.0,1,1,1
gaming,gaming,1805.0,1.0,,,203.0,274.0,1,0,1
i3 8350k,i3 8350k,126.0,1.0,1534.0,5.40547588,1.0,1.0,1,1,1
iphone 5,iphone 5,1619.375332,1.0,6757.0,8.079151281,3.0,17.0,1,1,3
muc in,mực in,2046.0,1.0,1867.0,4.735721057,202.0,196.0,1,1,1
o cung wd 1tb,ổ cứng wd 1tb,243.5589967,,709.0,1.128349788,21.0,0.0,0,1,1
pc choi pubg,pc chơi pubg,142.9062661,,416.0,7.079326923,324.0,0.0,0,1,1
ram 4gb,ram 4gb,2492.0,1.0,18574.0,1.6704051379999998,1283.0,72.0,1,1,3
rapoo,rapoo,323.0,1.0,,,18.0,41.0,1,0,1
u2518d,u2518d,149.0,1.0,1321.0,4.828160484,1.0,1.0,1,1,1
web,web,148.0,1.0,,,9.0,9.0,1,0,1
x99,x99,169.0,1.0,,,1.0,1.0,1,0,1
580,580,280.0,1.0,,,2.0,11.0,1,0,1
acer as,acer as,148.0,1.0,,,22.0,17.0,1,0,1
acer predator helios 300,acer predator helios 300,90.0,1.0,3822.0,7.027210884,1.0,8.0,1,1,1
docking,docking,213.0,1.0,,,2.0,4.0,1,0,1
e2417h,e2417h,193.0,1.0,633.0,6.537124803,1.0,2.0,1,1,1
i5 8600,i5 8600,534.0,1.0,1569.0,5.548119822,2.0,2.0,1,1,1
laptop dell vostro 5568,laptop dell vostro 5568,98.0,1.0,581.0,4.960413081,7.0,41.0,1,1,1
logitech h111,logitech h111,275.8503165,,803.0,3.768368618,1.0,1.0,0,1,1
mwe,mwe,304.0,1.0,,,4.0,7.0,1,0,1
ram 4gb laptop,ram 4gb laptop,91.0,1.0,2088.0,3.105363985,12.0,92.0,1,1,1
sama dark shadow,sama dark shadow,195.4655418,,569.0,1.495606327,1.0,1.0,0,1,1
void pro,void pro,181.0,1.0,,,4.0,5.0,1,0,1
webcam,webcam,3991.0,1.0,9970.0,4.4654933825,9.0,9.0,1,1,2
asus a,Asus a,181.0,1.0,,,6.0,0.0,1,0,1
asus x407ma,asus x407ma,197.5266899,,575.0,3.780869565,3.0,2.0,0,1,1
chuot khong day logitech m185,chuột không dây logitech m185,152.524957,,444.0,5.101351351,432.0,18.0,0,1,1
creative,creative,288.0,1.0,,,11.0,13.0,1,0,1
laptop acer,laptop acer,4871.0,1.0,10207.0,6.360340942,90.0,90.0,1,1,1
micro,micro,4340.0,1.0,1779.0,6.053400787,165.0,104.0,1,1,1
mk220,MK220,174.0,1.0,,,1.0,1.0,1,0,1
ram 16gb,ram 16gb,694.0,1.0,3477.0,9.156456716,81.0,65.0,1,1,1
rog strix,rog strix,211.0,1.0,,,20.0,27.0,1,0,1
rx550,rx550,283.0,1.0,271.0,4.708487085,1.0,1.0,1,1,1
tai nghe in ear,tai nghe in ear,193.0608691,,562.0,9.149466192,1.0,0.0,0,1,1
tenda,tenda,488.0,1.0,,,4.0,4.0,1,0,1
